ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
Naru-3_three-1,,Naru,3_three,"marŋawi, manggurri, mar.ngurri",marŋawi,,,Bowern2012,,,,
Naru-4_four-1,,Naru,4_four,yara-purlayi; purlayi purlayi; jErrabula,yara-purlayi,,,Bowern2012,,,,
Naru-5_five-1,,Naru,5_five,yara-purlayi ŋari,yara-purlayi ŋari,,,Bowern2012,,,,
Naru-6_six-1,,Naru,6_six,marru,marru,,,Bowern2012,,,,
Naru-10_ten-1,,Naru,10_ten,kara purlayi,kara purlayi,,,Bowern2012,,,,
Nugu-1_one-1,,Nugu,1_one,"kupmana, kouman",kupmana,,,Bowern2012,,,,
Nugu-2_two-1,,Nugu,2_two,"pulanha, boodlina",pulanha,,,Bowern2012,,,,
Nugu-3_three-1,,Nugu,3_three,"mankwina, mungweena",mankwina,,,Bowern2012,,,,
Bang-1_one-1,,Bang,1_one,"kubmanna, kuma, gumana",kubmanna,,,Bowern2012,,,,
Bang-2_two-1,,Bang,2_two,"kalbelli, kallpille, gulbali; kuttara, gutjuru; kakiti; pututya",kalbelli,,,Bowern2012,,,,
Bang-3_three-1,,Bang,3_three,"kappa, kapo; kulparri, koolperrie, kulbarri",kappa,,,Bowern2012,,,,
Bang-4_four-1,,Bang,4_four,ngerla,ngerla,,,Bowern2012,,,,
Bang-1_one-2,,Bang,1_one,goo-o-mana,goo-o-mana,,,Bowern2012,,,,
Bang-2_two-2,,Bang,2_two,kilbelly,kilbelly,,,Bowern2012,,,,
Bang-3_three-2,,Bang,3_three,koolberri,koolberri,,,Bowern2012,,,,
Bang-4_four-2,,Bang,4_four,nulla,nulla,,,Bowern2012,,,,
Bang-7_seven-1,,Bang,7_seven,merna,merna,,,Bowern2012,,,,
Bang-8_eight-1,,Bang,8_eight,minnawutha,minnawutha,,,Bowern2012,,,,
Bang-9_nine-1,,Bang,9_nine,koortillyi,koortillyi,,,Bowern2012,,,,
Bang-10_ten-1,,Bang,10_ten,koorijuno,koorijuno,,,Bowern2012,,,,
Wirang-1_one-1,,Wirang,1_one,"kuma, kumartu",kuma,,,Bowern2012,,,,
Wirang-2_two-1,,Wirang,2_two,"kuthara, kutharra",kuthara,,,Bowern2012,,,,
Wirang-3_three-1,,Wirang,3_three,"kulparri; yalkarta, yarrkarta",kulparri,,,Bowern2012,,,,
Wirang-4_four-1,,Wirang,4_four,kapu,kapu,,,Bowern2012,,,,
Wirang-5_five-1,,Wirang,5_five,"wima, wimaardu",wima,,,Bowern2012,,,,
StreBay-1_one-1,,StreBay,1_one,kooma,kooma,,,Bowern2012,,,,
StreBay-2_two-1,,StreBay,2_two,"kootera, koothera",kootera,,,Bowern2012,,,,
StreBay-3_three-1,,StreBay,3_three,"kaboo, karboo",kaboo,,,Bowern2012,,,,
StreBay-4_four-1,,StreBay,4_four,wima; yalkata,wima,,,Bowern2012,,,,
Dhang-1_one-1,,Dhang,1_one,waŋgany,waŋgany,,,Bowern2012,,,,
Dhang-2_two-1,,Dhang,2_two,bulal,bulal,,,Bowern2012,,,,
Dhang-3_three-1,,Dhang,3_three,l̠urrkun',l̠urrkun',,,Bowern2012,,,,
Dhang-5_five-1,,Dhang,5_five,goŋ,goŋ,,,Bowern2012,,,,
Dhuwa-1_one-1,,Dhuwa,1_one,waŋgany,waŋgany,,,Bowern2012,,,,
Dhuwa-2_two-1,,Dhuwa,2_two,bulal'; ma:rrma'; maltyan̠a('),bulal',,,Bowern2012,,,,
Dhuwa-3_three-1,,Dhuwa,3_three,l̠urrkun',l̠urrkun',,,Bowern2012,,,,
Dhuwa-5_five-1,,Dhuwa,5_five,goŋ,goŋ,,,Bowern2012,,,,
Dhuwala-1_one-1,,Dhuwala,1_one,waŋgany,waŋgany,,,Bowern2012,,,,
Dhuwala-2_two-1,,Dhuwala,2_two,"bulal', bulal7; ma:rrma'; maltyan̠a(')",bulal',,,Bowern2012,,,,
Dhuwala-3_three-1,,Dhuwala,3_three,warŋarrk,warŋarrk,,,Bowern2012,,,,
Dhuwala-5_five-1,,Dhuwala,5_five,goŋ,goŋ,,,Bowern2012,,,,
Djina-1_one-1,,Djina,1_one,wurpmi,wurpmi,,,Bowern2012,,,,
Djina-2_two-1,,Djina,2_two,bilawili; bin.gili,bilawili,,,Bowern2012,,,,
Djina-3_three-1,,Djina,3_three,l̠urrkun; warrŋguwili,l̠urrkun,,,Bowern2012,,,,
Djina-5_five-1,,Djina,5_five,gumbirri,gumbirri,,,Bowern2012,,,,
Ritarungu-1_one-1,,Ritarungu,1_one,wid̠ipiyaŋ('),wid̠ipiyaŋ,,,Bowern2012,,,,
Ritarungu-2_two-1,,Ritarungu,2_two,bulal',bulal',,,Bowern2012,,,,
Ritarungu-3_three-1,,Ritarungu,3_three,l̠urrkun',l̠urrkun',,,Bowern2012,,,,
Ritarungu-5_five-1,,Ritarungu,5_five,goŋ,goŋ,,,Bowern2012,,,,
Yannhan-1_one-1,,Yannhan,1_one,wal̠ip,wal̠ip,,,Bowern2012,,,,
Yannhan-2_two-1,,Yannhan,2_two,*ma:rrma'; bulal'; manaya,*ma:rrma',,,Bowern2012,,,,
Yannhan-3_three-1,,Yannhan,3_three,l̠urrkun,l̠urrkun,,,Bowern2012,,,,
Yannhan-5_five-1,,Yannhan,5_five,goku-wal̠ip,goku-wal̠ip,,,Bowern2012,,,,
Wemba-1_one-1,,Wemba,1_one,ongbee,ongbee,,,Bowern2012,,,,
Wemba-2_two-1,,Wemba,2_two,pula,pula,,,Bowern2012,,,,
Wemba-3_three-1,,Wemba,3_three,bul-la ongbee,bul-la ongbee,,,Bowern2012,,,,
Wemba-4_four-1,,Wemba,4_four,bulla bulla,bulla bulla,,,Bowern2012,,,,
Barrab-1_one-1,,Barrab,1_one,marl,marl,,,Bowern2012,,,,
Barrab-2_two-1,,Barrab,2_two,pula,pula,,,Bowern2012,,,,
Barrab-3_three-1,,Barrab,3_three,kooleba,kooleba,,,Bowern2012,,,,
Barrab-4_four-1,,Barrab,4_four,boolar-boolar,boolar-boolar,,,Bowern2012,,,,
Bogab-1_one-1,,Bogab,1_one,mal,mal,,,Bowern2012,,,,
Bogab-2_two-1,,Bogab,2_two,pulera,pulera,,,Bowern2012,,,,
Bogab-3_three-1,,Bogab,3_three,koolipa,koolipa,,,Bowern2012,,,,
Bogab-4_four-1,,Bogab,4_four,poolera poolera,poolera poolera,,,Bowern2012,,,,
Gamil-1_one-1,,Gamil,1_one,"ma:l, maal, mal, mago; yaman",ma:l,,,Bowern2012,,,,
Gamil-2_two-1,,Gamil,2_two,"bala, bula, bula:rr, bulaarr, bular, bulara, pula:rr; gabu",bala,,,Bowern2012,,,,
Gamil-3_three-1,,Gamil,3_three,"kulipa:, guliba, bulaba, culeba; buragulam",kulipa:,,,Bowern2012,,,,
Gamil-4_four-1,,Gamil,4_four,"bula-bula, bular-bular, bulira-bulira; burûl; gabu-gabu; mulambu",bula-bula,,,Bowern2012,,,,
Kamil-1_one-1,,Kamil,1_one,mal,mal,,,Bowern2012,,,,
Kamil-2_two-1,,Kamil,2_two,"bularu, parrkula, parrkulu",bularu,,,Bowern2012,,,,
Kamil-3_three-1,,Kamil,3_three,guliba,guliba,,,Bowern2012,,,,
Kamil-4_four-1,,Kamil,4_four,"balar-balar, bular-bular, bular-bularu",balar-balar,,,Bowern2012,,,,
Kamil-5_five-1,,Kamil,5_five,bular-guliba; malanbu,bular-guliba,,,Bowern2012,,,,
Kamil-6_six-1,,Kamil,6_six,guliba-guliba; mal-malanbu mammi,guliba-guliba,,,Bowern2012,,,,
Kamil-7_seven-1,,Kamil,7_seven,balar-malanbu mammi,balar-malanbu mammi,,,Bowern2012,,,,
Kamil-8_eight-1,,Kamil,8_eight,guliba-malanbu mammi,guliba-malanbu mammi,,,Bowern2012,,,,
Kamil-9_nine-1,,Kamil,9_nine,balar-balar-malanbu mammi,balar-balar-malanbu mammi,,,Bowern2012,,,,
Kamil-10_ten-1,,Kamil,10_ten,balar-ya marra,balar-ya marra,,,Bowern2012,,,,
Kamil-11_eleven-1,,Kamil,11_eleven,mal dinna mammi,mal dinna mammi,,,Bowern2012,,,,
Kamil-12_twelve-1,,Kamil,12_twelve,balar dinna mammi,balar dinna mammi,,,Bowern2012,,,,
Kamil-13_thirteen-1,,Kamil,13_thirteen,guliba dinna mammi,guliba dinna mammi,,,Bowern2012,,,,
Kamil-14_fourteen-1,,Kamil,14_fourteen,balar-balar dinna mammi,balar-balar dinna mammi,,,Bowern2012,,,,
Kamil-15_fifteen-1,,Kamil,15_fifteen,malanbu dinna,malanbu dinna,,,Bowern2012,,,,
Kamil-16_sixteen-1,,Kamil,16_sixteen,mal dinna malanbu,mal dinna malanbu,,,Bowern2012,,,,
Kamil-17_seventeen-1,,Kamil,17_seventeen,balar dinna malanbu,balar dinna malanbu,,,Bowern2012,,,,
Kamil-18_eighteen-1,,Kamil,18_eighteen,guliba dinna malanbu,guliba dinna malanbu,,,Bowern2012,,,,
Kamil-19_nineteen-1,,Kamil,19_nineteen,balar-balar dinna malanbu,balar-balar dinna malanbu,,,Bowern2012,,,,
Kamil-20_twenty-1,,Kamil,20_twenty,balar-ya dinna,balar-ya dinna,,,Bowern2012,,,,
KamilStat-1_one-1,,KamilStat,1_one,goreen,goreen,,,Bowern2012,,,,
KamilStat-2_two-1,,KamilStat,2_two,bulla,bulla,,,Bowern2012,,,,
KamilStat-3_three-1,,KamilStat,3_three,bulla-go-go-run,bulla-go-go-run,,,Bowern2012,,,,
KamilStat-4_four-1,,KamilStat,4_four,in-ca-moo,in-ca-moo,,,Bowern2012,,,,
More-1_one-1,,More,1_one,mal,mal,,,Bowern2012,,,,
More-2_two-1,,More,2_two,pula:,pula:,,,Bowern2012,,,,
More-3_three-1,,More,3_three,kooliba,kooliba,,,Bowern2012,,,,
Namoi-1_one-1,,Namoi,1_one,marl,marl,,,Bowern2012,,,,
Namoi-2_two-1,,Namoi,2_two,pula,pula,,,Bowern2012,,,,
Namoi-3_three-1,,Namoi,3_three,koolaba,koolaba,,,Bowern2012,,,,
Namoi-4_four-1,,Namoi,4_four,boola boola,boola boola,,,Bowern2012,,,,
Nundle-1_one-1,,Nundle,1_one,marl,marl,,,Bowern2012,,,,
Nundle-2_two-1,,Nundle,2_two,pula:,pula:,,,Bowern2012,,,,
Nundle-3_three-1,,Nundle,3_three,kooliba,kooliba,,,Bowern2012,,,,
Muruw-1_one-1,,Muruw,1_one,yaman,yaman,,,Bowern2012,,,,
Muruw-2_two-1,,Muruw,2_two,kapu; purral,kapu,,,Bowern2012,,,,
Muruw-3_three-1,,Muruw,3_three,"kapu-yaman; purrakulayaman, burugulo yaman",kapu-yaman,,,Bowern2012,,,,
Muruw-4_four-1,,Muruw,4_four,kapulanta,kapulanta,,,Bowern2012,,,,
Muruw-5_five-1,,Muruw,5_five,marangka,marangka,,,Bowern2012,,,,
Muruw-6_six-1,,Muruw,6_six,"marangkawa, marangkuwa",marangkawa,,,Bowern2012,,,,
Muruw-7_seven-1,,Muruw,7_seven,marangka kapu,marangka kapu,,,Bowern2012,,,,
Muruw-8_eight-1,,Muruw,8_eight,kapulanta kapulanta,kapulanta kapulanta,,,Bowern2012,,,,
Muruw-9_nine-1,,Muruw,9_nine,marangka kapulanta,marangka kapulanta,,,Bowern2012,,,,
Muruw-10_ten-1,,Muruw,10_ten,marangka marangka,marangka marangka,,,Bowern2012,,,,
Ngiya-1_one-1,,Ngiya,1_one,magu,magu,,,Bowern2012,,,,
Ngiya-2_two-1,,Ngiya,2_two,bulagar,bulagar,,,Bowern2012,,,,
Ngiya-3_three-1,,Ngiya,3_three,galiba,galiba,,,Bowern2012,,,,
Ngiya-4_four-1,,Ngiya,4_four,bulagar-bulagar,bulagar-bulagar,,,Bowern2012,,,,
Ngiya-5_five-1,,Ngiya,5_five,wirangan marra,wirangan marra,,,Bowern2012,,,,
Culgoa-1_one-1,,Culgoa,1_one,yahumun,yahumun,,,Bowern2012,,,,
Culgoa-2_two-1,,Culgoa,2_two,kubbo,kubbo,,,Bowern2012,,,,
Culgoa-3_three-1,,Culgoa,3_three,booragoolam,booragoolam,,,Bowern2012,,,,
Culgoa-4_four-1,,Culgoa,4_four,kubbo-kubbo,kubbo-kubbo,,,Bowern2012,,,,
BrewBar-1_one-1,,BrewBar,1_one,mago,mago,,,Bowern2012,,,,
BrewBar-2_two-1,,BrewBar,2_two,boollaga,boollaga,,,Bowern2012,,,,
BrewBar-3_three-1,,BrewBar,3_three,gulliba,gulliba,,,Bowern2012,,,,
BrewBar-4_four-1,,BrewBar,4_four,boollaga-boollaga,boollaga-boollaga,,,Bowern2012,,,,
Carcoar-1_one-1,,Carcoar,1_one,ongbee,ongbee,,,Bowern2012,,,,
Carcoar-2_two-1,,Carcoar,2_two,pula,pula,,,Bowern2012,,,,
Carcoar-3_three-1,,Carcoar,3_three,bulla ongbee,bulla ongbee,,,Bowern2012,,,,
Carcoar-4_four-1,,Carcoar,4_four,bulla bulla,bulla bulla,,,Bowern2012,,,,
Dubbo-1_one-1,,Dubbo,1_one,oonby,oonby,,,Bowern2012,,,,
Dubbo-2_two-1,,Dubbo,2_two,pula,pula,,,Bowern2012,,,,
Dubbo-3_three-1,,Dubbo,3_three,bulla oonby,bulla oonby,,,Bowern2012,,,,
Dubbo-4_four-1,,Dubbo,4_four,bulla bulla,bulla bulla,,,Bowern2012,,,,
HillEnd-1_one-1,,HillEnd,1_one,miko,miko,,,Bowern2012,,,,
HillEnd-2_two-1,,HillEnd,2_two,bullagut,bullagut,,,Bowern2012,,,,
HillEnd-3_three-1,,HillEnd,3_three,bullagut miko,bullagut miko,,,Bowern2012,,,,
HillEnd-4_four-1,,HillEnd,4_four,bullagut-bullagut,bullagut-bullagut,,,Bowern2012,,,,
Bogan-1_one-1,,Bogan,1_one,muggo,muggo,,,Bowern2012,,,,
Bogan-2_two-1,,Bogan,2_two,bullager,bullager,,,Bowern2012,,,,
Bogan-3_three-1,,Bogan,3_three,bulla muggo,bulla muggo,,,Bowern2012,,,,
Bogan-4_four-1,,Bogan,4_four,bullager bullager,bullager bullager,,,Bowern2012,,,,
Wiradhurri-1_one-1,,Wiradhurri,1_one,"magu, migu, mawa; midang; [ŋ]anbi, [ŋ]ånbi, [ŋ]åŋbi, [ŋ]unbai, [ŋ]unbåi, [ŋ]unbi, munbai, naŋgåi, nganbi, ngunbai, nyunbi, ŋanbai, ŋanbiya, ŋunbai, ŋunbi, onebi, wåmbai, wånbåi, wunbi, yunbai; wallawin; dangu; guwayinbayin",magu,,,Bowern2012,,,,
Wiradhurri-2_two-1,,Wiradhurri,2_two,"bala, balaga, balagad, balar, bula, buliga, buliya, bulla, bullah; yurawal",bala,,,Bowern2012,,,,
Wiradhurri-3_three-1,,Wiradhurri,3_three,"bala [ng]imbai, bala magu, bala ngamibya, bala ngångbi, bala ngunbi, bala wåmbai, bala wånbåi, bbalgad migu, balangabai, balå-nganbi, balawån, bula ngunbai, bula ngunbåi, bula-nganbi, bulå-ngånbi, bula-ngumbi, bula-ngunbai, buliga mugu, bulla onebi, balaguwayinbayin; dhuraluwa",bala [ng]imbai,,,Bowern2012,,,,
Wiradhurri-4_four-1,,Wiradhurri,4_four,"bala bala, balaga balaga, balagut-balagut, bula bula, buliga buliga, bulla bulla, bullah bulla; bangu, bångu, bungu; dinawa; madu, mardu, muddu",bala bala,,,Bowern2012,,,,
Wiradhurri-5_five-1,,Wiradhurri,5_five,bala bala wåmbai; bungululån; gara; madu; yuŋGuwi,bala bala wåmbai,,,Bowern2012,,,,
Wiradhurri-10_ten-1,,Wiradhurri,10_ten,dyilbaribang; madu madu,dyilbaribang,,,Bowern2012,,,,
Wiradjuri-1_one-1,,Wiradjuri,1_one,ŋunpa:y,ŋunpa:y,,,Bowern2012,,,,
Wiradjuri-2_two-1,,Wiradjuri,2_two,pula,pula,,,Bowern2012,,,,
Wiradjuri-3_three-1,,Wiradjuri,3_three,"ŋunpa:y-pula, pula-ŋunpa:y",ŋunpa:y-pula,,,Bowern2012,,,,
Wiradjuri-4_four-1,,Wiradjuri,4_four,pula-pula; puŋu,pula-pula,,,Bowern2012,,,,
Yuwlar-1_one-1,,Yuwlar,1_one,"malan, milan; pi:rr, piyarr; .tHu:l",malan,,,Bowern2012,,,,
Yuwlar-2_two-1,,Yuwlar,2_two,"balara, bula:rr, bular, pula:rr",balara,,,Bowern2012,,,,
Yuwlar-3_three-1,,Yuwlar,3_three,"guliba, guliba:, kulipa:; pawa",guliba,,,Bowern2012,,,,
BalNer-1_one-1,,BalNer,1_one,bee-er,bee-er,,,Bowern2012,,,,
BalNer-2_two-1,,BalNer,2_two,pula:,pula:,,,Bowern2012,,,,
BalNer-3_three-1,,BalNer,3_three,koolebar,koolebar,,,Bowern2012,,,,
BalNer-4_four-1,,BalNer,4_four,boolar-boolar,boolar-boolar,,,Bowern2012,,,,
Yuwliy-1_one-1,,Yuwliy,1_one,"pi:rr, piyarr; milan; .DHu:l",pi:rr,,,Bowern2012,,,,
Yuwliy-2_two-1,,Yuwliy,2_two,pula:rr,pula:rr,,,Bowern2012,,,,
Yuwliy-3_three-1,,Yuwliy,3_three,kulipa:,kulipa:,,,Bowern2012,,,,
Wonar-1_one-1,,Wonar,1_one,manan,manan,,,Bowern2012,,,,
Wonar-2_two-1,,Wonar,2_two,bulwarra,bulwarra,,,Bowern2012,,,,
Wonar-3_three-1,,Wonar,3_three,"nalaran, waggul",nalaran,,,Bowern2012,,,,
Wonar-4_four-1,,Wonar,4_four,"darri, garrawil",darri,,,Bowern2012,,,,
Awabak-1_one-1,,Awabak,1_one,wagal,wagal,,,Bowern2012,,,,
Awabak-2_two-1,,Awabak,2_two,bulwarra,bulwarra,,,Bowern2012,,,,
Awabak-3_three-1,,Awabak,3_three,ngaru,ngaru,,,Bowern2012,,,,
Awabak-4_four-1,,Awabak,4_four,waran,waran,,,Bowern2012,,,,
Birrp-1_one-1,,Birrp,1_one,wågal,wågal,,,Bowern2012,,,,
Birrp-2_two-1,,Birrp,2_two,"bula, bala",bula,,,Bowern2012,,,,
Birrp-3_three-1,,Birrp,3_three,buru-wi,buru-wi,,,Bowern2012,,,,
Birrp-4_four-1,,Birrp,4_four,"galuna-långm blarvo-blarvo, boolorakoo-boolorakoo",galuna-långm blarvo-blarvo,,,Bowern2012,,,,
Birrp-5_five-1,,Birrp,5_five,bilabu bilabu wagul,bilabu bilabu wagul,,,Bowern2012,,,,
Hawk-1_one-1,,Hawk,1_one,wagul,wagul,,,Bowern2012,,,,
Hawk-2_two-1,,Hawk,2_two,bula,bula,,,Bowern2012,,,,
Hawk-3_three-1,,Hawk,3_three,"barang, bulawagul, gurai",barang,,,Bowern2012,,,,
